entry_id,code,role
5584,324191,test
5585,324191,validation
5586,324191,training
5587,324191,examples
5588,324191,validation
5589,324191,training
5590,324191,examples
5591,324191,examples
5592,324191,training
5593,324191,validation
5594,324191,training
5595,324199,training
5596,324199,validation
5597,324199,test
5598,324199,examples
5599,324199,examples
5600,324199,training
5601,324199,test
5602,324199,validation
5603,324199,examples
5604,324199,training
5605,324199,examples
5606,324199,training
5607,325110,validation
5608,325110,examples
5609,325110,validation
5610,325110,examples
5611,325110,validation
5612,325110,examples
5613,325110,examples
5614,325110,training
5615,325110,examples
5616,325110,examples
5617,325110,training
5618,325110,test
5619,325110,training
5620,325110,examples
5621,325110,test
5622,325110,training
5623,325110,validation
5624,325110,test
5625,325110,test
5626,325110,training
5627,325110,training
5628,325110,validation
5629,325110,examples
5630,325110,training
5631,325110,training
5632,325110,training
5633,325110,training
5634,325120,examples
5635,325120,training
5636,325120,training
5637,325120,examples
5638,325120,test
5639,325120,examples
5640,325120,training
5641,325120,validation
5642,325120,training
5643,325120,validation
5644,325120,training
5645,325120,training
5646,325120,test
5647,325120,examples
5648,325120,validation
5649,325120,training
5650,325120,examples
5651,325120,training
5652,325120,training
5653,325120,examples
5654,325120,examples
5655,325120,validation
5656,325120,test
5657,325120,validation
5658,325120,test
5659,325130,training
5660,325130,validation
5661,325130,training
5662,325130,examples
5663,325130,examples
5664,325130,examples
5665,325130,examples
5666,325130,examples
5667,325130,test
5668,325130,validation
5669,325130,validation
5670,325130,examples
5671,325130,examples
5672,325130,validation
5673,325130,test
5674,325130,validation
5675,325130,training
5676,325130,examples
5677,325130,training
5678,325130,examples
5679,325130,validation
5680,325130,examples
5681,325130,examples
5682,325130,training
5683,325130,training
5684,325130,examples
5685,325130,validation
5686,325130,test
5687,325130,training
5688,325130,validation
5689,325130,validation
5690,325130,examples
5691,325130,examples
5692,325130,validation
5693,325130,training
5694,325130,test
5695,325130,test
5696,325130,examples
5697,325130,training
5698,325130,test
5699,325130,training
5700,325130,validation
5701,325130,training
5702,325130,examples
5703,325130,examples
5704,325130,training
5705,325130,training
5706,325130,training
5707,325130,training
5708,325130,training
5709,325130,validation
5710,325130,training
5711,325130,test
5712,325130,training
5713,325130,training
5714,325130,test
5715,325130,training
5716,325130,examples
5717,325130,training
5718,325130,training
5719,325130,examples
5720,325130,test
5721,325180,examples
5722,325180,training
5723,325180,test
5724,325180,training
5725,325180,examples
5726,325180,validation
5727,325180,training
5728,325180,test
5729,325180,examples
5730,325180,training
5731,325180,training
5732,325180,training
5733,325180,validation
5734,325180,training
5735,325180,test
5736,325180,training
5737,325180,training
5738,325180,validation
5739,325180,training
5740,325180,examples
5741,325180,examples
5742,325180,training
5743,325180,examples
5744,325180,test
5745,325180,training
5746,325180,validation
5747,325180,training
5748,325180,training
5749,325180,training
5750,325180,training
5751,325180,training
5752,325180,examples
5753,325180,examples
5754,325180,validation
5755,325180,validation
5756,325180,examples
5757,325180,examples
5758,325180,training
5759,325180,training
5760,325180,validation
5761,325180,test
5762,325180,training
5763,325180,training
5764,325180,examples
5765,325180,training
5766,325180,validation
5767,325180,examples
5768,325180,test
5769,325180,validation
5770,325180,training
5771,325180,training
5772,325180,test
5773,325180,validation
5774,325180,examples
5775,325180,test
5776,325180,validation
5777,325180,examples
5778,325180,examples
5779,325180,training
5780,325180,examples
5781,325180,examples
5782,325180,test
5783,325180,test
5784,325180,training
5785,325180,test
5786,325180,training
5787,325180,test
5788,325180,examples
5789,325180,examples
5790,325180,examples
5791,325180,training
5792,325180,training
5793,325180,examples
5794,325180,training
5795,325180,examples
5796,325180,examples
5797,325180,test
5798,325180,validation
5799,325180,training
5800,325180,training
5801,325180,validation
5802,325180,test
5803,325180,training
5804,325180,validation
5805,325180,examples
5806,325180,test
5807,325180,validation
5808,325180,validation
5809,325180,training
5810,325180,training
5811,325180,test
5812,325180,examples
5813,325180,validation
5814,325180,validation
5815,325180,training
5816,325180,training
5817,325180,test
5818,325180,validation
5819,325180,training
5820,325180,validation
5821,325180,training
5822,325180,examples
5823,325180,training
5824,325180,training
5825,325180,examples
5826,325180,examples
5827,325180,examples
5828,325180,training
5829,325180,examples
5830,325180,examples
5831,325180,examples
5832,325180,training
5833,325180,examples
5834,325180,examples
5835,325180,validation
5836,325180,examples
5837,325180,training
5838,325180,test
5839,325180,test
5840,325180,test
5841,325180,examples
5842,325180,training
5843,325180,examples
5844,325180,validation
5845,325180,training
5846,325180,validation
5847,325180,examples
5848,325180,training
5849,325180,training
5850,325180,validation
5851,325180,test
5852,325180,training
5853,325180,examples
5854,325180,test
5855,325180,training
5856,325180,validation
5857,325180,training
5858,325180,examples
5859,325180,training
5860,325180,test
5861,325180,validation
5862,325180,examples
5863,325180,test
5864,325180,training
5865,325180,training
5866,325180,test
5867,325180,examples
5868,325180,examples
5869,325180,examples
5870,325180,training
5871,325180,validation
5872,325180,examples
5873,325180,examples
5874,325180,training
5875,325180,examples
5876,325180,examples
5877,325180,validation
5878,325180,examples
5879,325180,examples
5880,325180,examples
5881,325180,validation
5882,325180,training
5883,325180,training
5884,325180,examples
5885,325180,examples
5886,325180,training
5887,325180,test
5888,325180,examples
5889,325180,validation
5890,325180,validation
5891,325180,test
5892,325180,test
5893,325180,training
5894,325180,training
5895,325180,training
5896,325180,training
5897,325180,examples
5898,325180,test
5899,325180,examples
5900,325180,training
5901,325180,test
5902,325180,validation
5903,325180,training
5904,325180,training
5905,325180,training
5906,325180,validation
5907,325180,validation
5908,325180,validation
5909,325180,examples
5910,325180,validation
5911,325180,training
5912,325180,validation
5913,325180,validation
5914,325180,examples
5915,325180,examples
5916,325180,validation
5917,325180,training
5918,325180,validation
5919,325193,test
5920,325193,examples
5921,325193,training
5922,325193,validation
5923,325194,examples
5924,325194,examples
5925,325194,training
5926,325194,training
5927,325194,validation
5928,325194,training
5929,325194,training
5930,325194,examples
5931,325194,training
5932,325194,examples
5933,325194,training
5934,325194,examples
5935,325194,test
5936,325194,examples
5937,325194,test
5938,325194,training
5939,325194,validation
5940,325194,validation
5941,325194,training
5942,325194,test
5943,325194,validation
5944,325194,training
5945,325194,validation
5946,325194,training
5947,325194,test
5948,325194,training
5949,325194,examples
5950,325194,examples
5951,325194,examples
5952,325194,validation
5953,325194,test
5954,325194,validation
5955,325194,validation
5956,325194,examples
5957,325194,test
5958,325194,training
5959,325194,training
5960,325194,validation
5961,325194,training
5962,325194,test
5963,325194,training
5964,325194,training
5965,325194,examples
5966,325194,training
5967,325194,training
5968,325194,test
5969,325194,validation
5970,325194,examples
5971,325194,training
5972,325194,examples
5973,325194,examples
5974,325194,training
5975,325194,validation
5976,325194,examples
5977,325194,training
5978,325194,training
5979,325194,test
5980,325194,training
5981,325194,test
5982,325194,examples
5983,325194,validation
5984,325194,test
5985,325194,training
5986,325194,validation
5987,325194,training
5988,325194,examples
5989,325194,validation
5990,325194,training
5991,325194,examples
5992,325194,examples
5993,325194,validation
5994,325194,examples
5995,325194,validation
5996,325194,test
5997,325194,examples
5998,325194,test
5999,325194,examples
6000,325194,validation
6001,325194,examples
6002,325194,training
6003,325194,training
6004,325194,validation
6005,325194,examples
6006,325194,training
6007,325194,validation
6008,325194,training
6009,325194,validation
6010,325194,training
6011,325194,training
6012,325194,training
6013,325194,training
6014,325194,examples
6015,325194,examples
6016,325194,examples
6017,325194,examples
6018,325194,test
6019,325194,test
6020,325194,examples
6021,325194,training
6022,325194,examples
6023,325199,training
6024,325199,validation
6025,325199,training
6026,325199,validation
6027,325199,test
6028,325199,test
6029,325199,test
6030,325199,examples
6031,325199,validation
6032,325199,training
6033,325199,test
6034,325199,training
6035,325199,training
6036,325199,training
6037,325199,validation
6038,325199,test
6039,325199,training
6040,325199,test
6041,325199,training
6042,325199,training
6043,325199,training
6044,325199,test
6045,325199,test
6046,325199,test
6047,325199,training
6048,325199,training
6049,325199,validation
6050,325199,training
6051,325199,training
6052,325199,test
6053,325199,training
6054,325199,training
6055,325199,examples
6056,325199,validation
6057,325199,examples
6058,325199,validation
6059,325199,test
6060,325199,training
6061,325199,examples
6062,325199,validation
6063,325199,validation
6064,325199,validation
6065,325199,training
6066,325199,test
6067,325199,training
6068,325199,training
6069,325199,training
6070,325199,validation
6071,325199,training
6072,325199,test
6073,325199,examples
6074,325199,examples
6075,325199,validation
6076,325199,training
6077,325199,examples
6078,325199,test
6079,325199,training
6080,325199,validation
6081,325199,validation
6082,325199,examples
6083,325199,examples
6084,325199,training
6085,325199,validation
6086,325199,training
6087,325199,training
6088,325199,examples
6089,325199,examples
6090,325199,test
6091,325199,training
6092,325199,examples
6093,325199,examples
6094,325199,examples
6095,325199,validation
6096,325199,validation
6097,325199,examples
6098,325199,examples
6099,325199,examples
6100,325199,validation
6101,325199,training
6102,325199,training
6103,325199,validation
6104,325199,training
6105,325199,validation
6106,325199,validation
6107,325199,training
6108,325199,training
6109,325199,examples
6110,325199,training
6111,325199,test
6112,325199,test
6113,325199,training
6114,325199,test
6115,325199,test
6116,325199,training
6117,325199,training
6118,325199,validation
6119,325199,training
6120,325199,training
6121,325199,training
6122,325199,examples
6123,325199,training
6124,325199,examples
6125,325199,training
6126,325199,examples
6127,325199,examples
6128,325199,validation
6129,325199,training
6130,325199,examples
6131,325199,training
6132,325199,training
6133,325199,examples
6134,325199,examples
6135,325199,validation
6136,325199,training
6137,325199,examples
6138,325199,training
6139,325199,examples
6140,325199,examples
6141,325199,training
6142,325199,examples
6143,325199,training
6144,325199,examples
6145,325199,test
6146,325199,examples
6147,325199,test
6148,325199,examples
6149,325199,training
6150,325199,examples
6151,325199,validation
6152,325199,training
6153,325199,examples
6154,325199,test
6155,325199,training
6156,325199,examples
6157,325199,examples
6158,325199,examples
6159,325199,test
6160,325199,validation
6161,325199,examples
6162,325199,validation
6163,325199,test
6164,325199,validation
6165,325199,validation
6166,325199,examples
6167,325199,validation
6168,325199,examples
6169,325199,examples
6170,325199,examples
6171,325199,examples
6172,325199,training
6173,325199,examples
6174,325199,validation
6175,325199,examples
6176,325199,examples
6177,325199,training
6178,325199,examples
6179,325199,training
6180,325211,examples
6181,325211,examples
6182,325211,test
6183,325211,training
6184,325211,examples
6185,325211,validation
6186,325211,training
6187,325211,examples
6188,325211,training
6189,325211,training
6190,325211,test
6191,325211,validation
6192,325211,examples
6193,325211,examples
6194,325211,training
6195,325211,training
6196,325211,validation
6197,325211,training
6198,325211,examples
6199,325211,training
6200,325211,examples
6201,325211,validation
6202,325211,training
6203,325211,training
6204,325211,examples
6205,325211,examples
6206,325211,test
6207,325211,validation
6208,325211,training
6209,325211,test
6210,325211,training
6211,325211,examples
6212,325211,validation
6213,325211,validation
6214,325211,training
6215,325211,examples
6216,325211,training
6217,325211,examples
6218,325211,examples
6219,325211,examples
6220,325211,examples
6221,325211,training
6222,325211,test
6223,325211,test
6224,325211,examples
6225,325211,validation
6226,325211,validation
6227,325211,training
6228,325211,test
6229,325211,training
6230,325211,test
6231,325211,examples
6232,325211,training
6233,325211,validation
6234,325211,examples
6235,325211,examples
6236,325211,training
6237,325211,training
6238,325211,training
6239,325211,training
6240,325211,validation
6241,325211,validation
6242,325211,validation
6243,325211,examples
6244,325211,training
6245,325211,test
6246,325211,examples
6247,325211,training
6248,325211,test
6249,325211,examples
6250,325211,training
6251,325211,validation
6252,325211,training
6253,325211,validation
6254,325211,examples
6255,325211,validation
6256,325211,validation
6257,325211,test
6258,325211,training
6259,325211,training
6260,325211,examples
6261,325211,test
6262,325211,training
6263,325212,training
6264,325212,validation
6265,325212,examples
6266,325212,examples
6267,325212,validation
6268,325212,examples
6269,325212,examples
6270,325212,examples
6271,325212,examples
6272,325212,training
6273,325212,training
6274,325212,examples
6275,325212,training
6276,325212,training
6277,325212,validation
6278,325212,training
6279,325212,training
6280,325212,validation
6281,325212,test
6282,325212,examples
6283,325212,training
6284,325212,training
6285,325212,training
6286,325212,examples
6287,325212,test
6288,325212,validation
6289,325212,test
6290,325212,validation
6291,325212,training
6292,325212,training
6293,325212,examples
6294,325212,test
6295,325212,training
6296,325212,examples
6297,325212,validation
6298,325212,test
6299,325212,validation
6300,325212,training
6301,325212,test
6302,325212,training
6303,325212,examples
6304,325220,examples
6305,325220,validation
6306,325220,examples
6307,325220,examples
6308,325220,examples
6309,325220,test
6310,325220,examples
6311,325220,training
6312,325220,examples
6313,325220,test
6314,325220,training
6315,325220,examples
6316,325220,examples
6317,325220,validation
6318,325220,training
6319,325220,training
6320,325220,validation
6321,325220,training
6322,325220,test
6323,325220,examples
6324,325220,training
6325,325220,validation
6326,325220,validation
6327,325220,test
6328,325220,validation
6329,325220,validation
6330,325220,training
6331,325220,examples
6332,325220,validation
6333,325220,examples
6334,325220,examples
6335,325220,test
6336,325220,training
6337,325220,training
6338,325220,examples
6339,325220,training
6340,325220,training
6341,325220,examples
6342,325220,training
6343,325220,training
6344,325220,validation
6345,325220,training
6346,325220,training
6347,325220,validation
6348,325220,training
6349,325220,training
6350,325220,examples
6351,325220,test
6352,325220,test
6353,325311,training
6354,325311,validation
6355,325311,examples
6356,325311,examples
6357,325311,examples
6358,325311,training
6359,325311,test
6360,325311,test
6361,325311,training
6362,325311,examples
6363,325311,validation
6364,325311,training
6365,325312,test
6366,325312,examples
6367,325312,validation
6368,325312,training
6369,325312,validation
6370,325312,training
6371,325312,training
6372,325312,examples
6373,325314,test
6374,325314,training
6375,325314,validation
6376,325314,examples
6377,325314,training
6378,325314,examples
6379,325315,training
6380,325315,examples
6381,325320,test
6382,325320,examples
6383,325320,training
6384,325320,examples
6385,325320,test
6386,325320,training
6387,325320,training
6388,325320,validation
6389,325320,examples
6390,325320,examples
6391,325320,training
6392,325320,examples
6393,325320,validation
6394,325320,training
6395,325320,validation
6396,325320,training
6397,325320,examples
6398,325320,test
6399,325320,training
6400,325320,validation
6401,325320,examples
6402,325320,examples
6403,325320,examples
6404,325320,examples
6405,325320,training
6406,325320,training
6407,325320,training
6408,325320,examples
6409,325320,validation
6410,325320,examples
6411,325320,test
6412,325320,training
6413,325320,test
6414,325320,training
6415,325320,validation
6416,325320,examples
6417,325320,training
6418,325320,training
6419,325320,test
6420,325320,validation
6421,325320,validation
6422,325320,training
6423,325320,validation
6424,325411,training
6425,325411,training
6426,325411,training
6427,325411,training
6428,325411,training
6429,325411,training
6430,325411,examples
6431,325411,validation
6432,325411,training
6433,325411,training
6434,325411,examples
6435,325411,training
6436,325411,validation
6437,325411,test
6438,325411,validation
6439,325411,training
6440,325411,examples
6441,325411,training
6442,325411,test
6443,325411,training
6444,325411,examples
6445,325411,examples
6446,325411,training
6447,325411,examples
6448,325411,examples
6449,325411,examples
6450,325411,validation
6451,325411,training
6452,325411,training
6453,325411,training
6454,325411,training
6455,325411,test
6456,325411,examples
6457,325411,training
6458,325411,test
6459,325411,test
6460,325411,examples
6461,325411,examples
6462,325411,examples
6463,325411,examples
6464,325411,validation
6465,325411,test
6466,325411,training
6467,325411,examples
6468,325411,validation
6469,325411,test
6470,325411,validation
6471,325411,validation
6472,325411,examples
6473,325411,examples
6474,325411,validation
6475,325411,validation
6476,325411,training
6477,325411,examples
6478,325411,validation
6479,325411,validation
6480,325411,test
6481,325411,training
6482,325411,examples
6483,325411,test
6484,325412,training
6485,325412,examples
6486,325412,test
6487,325412,training
6488,325412,validation
6489,325412,test
6490,325412,training
6491,325412,test
6492,325412,examples
6493,325412,validation
6494,325412,training
6495,325412,examples
6496,325412,examples
6497,325412,examples
6498,325412,training
6499,325412,test
6500,325412,validation
6501,325412,training
6502,325412,training
6503,325412,test
6504,325412,training
6505,325412,training
6506,325412,training
6507,325412,test
6508,325412,examples
6509,325412,training
6510,325412,training
6511,325412,test
6512,325412,validation
6513,325412,validation
6514,325412,training
6515,325412,examples
6516,325412,examples
6517,325412,validation
6518,325412,training
6519,325412,validation
6520,325412,examples
6521,325412,training
6522,325412,training
6523,325412,training
6524,325412,validation
6525,325412,validation
6526,325412,training
6527,325412,test
6528,325412,examples
6529,325412,examples
6530,325412,examples
6531,325412,examples
6532,325412,examples
6533,325412,training
6534,325412,training
6535,325412,training
6536,325412,validation
6537,325412,examples
6538,325412,examples
6539,325412,training
6540,325412,validation
6541,325412,training
6542,325412,training
6543,325412,test
6544,325412,test
6545,325412,examples
6546,325412,training
6547,325412,test
6548,325412,training
6549,325412,examples
6550,325412,validation
6551,325412,validation
6552,325412,examples
6553,325412,examples
6554,325412,examples
6555,325412,examples
6556,325412,validation
6557,325412,validation
6558,325413,validation
6559,325413,validation
6560,325413,validation
6561,325413,examples
6562,325413,training
6563,325413,training
6564,325413,test
6565,325413,examples
6566,325413,examples
6567,325413,training
6568,325413,test
6569,325413,training
6570,325413,examples
6571,325414,test
6572,325414,test
6573,325414,examples
6574,325414,validation
6575,325414,examples
6576,325414,training
6577,325414,training
6578,325414,training
6579,325414,examples
6580,325414,validation
6581,325414,training
6582,325414,examples
6583,325414,test
6584,325414,examples
6585,325414,training
6586,325414,training
6587,325414,validation
6588,325414,examples
6589,325414,validation
6590,325414,examples
6591,325414,training
6592,325414,training
6593,325510,training
6594,325510,examples
6595,325510,test
6596,325510,validation
6597,325510,test
6598,325510,validation
6599,325510,test
6600,325510,test
6601,325510,examples
6602,325510,validation
6603,325510,test
6604,325510,validation
6605,325510,training
6606,325510,training
6607,325510,examples
6608,325510,examples
6609,325510,examples
6610,325510,training
6611,325510,training
6612,325510,validation
6613,325510,training
6614,325510,training
6615,325510,training
6616,325510,examples
6617,325510,examples
6618,325510,examples
6619,325510,training
6620,325510,training
6621,325510,validation
6622,325510,examples
6623,325510,training
6624,325520,examples
6625,325520,test
6626,325520,examples
6627,325520,training
6628,325520,validation
6629,325520,validation
6630,325520,examples
6631,325520,training
6632,325520,test
6633,325520,training
6634,325520,examples
6635,325520,training
6636,325520,training
6637,325520,training
6638,325520,examples
6639,325520,validation
6640,325611,validation
6641,325611,examples
6642,325611,examples
6643,325611,test
6644,325611,training
6645,325611,training
6646,325611,examples
6647,325611,validation
6648,325611,training
6649,325611,examples
6650,325611,examples
6651,325611,training
6652,325611,test
6653,325611,training
6654,325611,training
6655,325611,validation
6656,325612,training
6657,325612,training
6658,325612,examples
6659,325612,training
6660,325612,validation
6661,325612,examples
6662,325612,test
6663,325612,test
6664,325612,training
6665,325612,examples
6666,325612,test
6667,325612,validation
6668,325612,training
6669,325612,training
6670,325612,examples
6671,325612,training
6672,325612,test
6673,325612,training
6674,325612,test
6675,325612,validation
6676,325612,validation
6677,325612,training
6678,325612,validation
6679,325612,training
6680,325612,validation
6681,325612,examples
6682,325612,examples
6683,325612,test
6684,325612,examples
6685,325612,validation
6686,325612,training
6687,325612,training
6688,325612,examples
6689,325612,training
6690,325612,training
6691,325612,examples
6692,325612,examples
6693,325612,validation
6694,325612,training
6695,325612,examples
6696,325612,test
6697,325612,examples
6698,325612,examples
6699,325612,validation
6700,325613,training
6701,325613,test
6702,325613,validation
6703,325613,examples
6704,325613,examples
6705,325613,examples
6706,325613,test
6707,325613,training
6708,325613,examples
6709,325613,validation
6710,325613,training
6711,325613,training
6712,325620,validation
6713,325620,test
6714,325620,training
6715,325620,examples
6716,325620,examples
6717,325620,examples
6718,325620,validation
6719,325620,examples
6720,325620,training
6721,325620,training
6722,325620,validation
6723,325620,validation
6724,325620,test
6725,325620,examples
6726,325620,training
6727,325620,examples
6728,325620,training
6729,325620,examples
6730,325620,training
6731,325620,test
6732,325620,examples
6733,325620,training
6734,325620,validation
6735,325620,validation
6736,325620,examples
6737,325620,examples
6738,325620,validation
6739,325620,training
6740,325620,training
6741,325620,training
6742,325620,training
6743,325620,test
6744,325620,examples
6745,325620,training
6746,325620,examples
6747,325620,training
6748,325620,training
6749,325620,test
6750,325620,validation
6751,325620,test
6752,325620,training
6753,325620,examples
6754,325910,validation
6755,325910,examples
6756,325910,test
6757,325910,examples
6758,325910,training
6759,325910,training
6760,325910,training
6761,325910,training
6762,325910,examples
6763,325910,examples
6764,325910,test
6765,325910,examples
6766,325910,training
6767,325910,validation
6768,325910,validation
6769,325920,training
6770,325920,validation
6771,325920,test
6772,325920,validation
6773,325920,training
6774,325920,validation
6775,325920,examples
6776,325920,test
6777,325920,training
6778,325920,examples
6779,325920,training
6780,325920,examples
6781,325920,validation
6782,325920,validation
6783,325920,test
6784,325920,training
6785,325920,examples
6786,325920,training
6787,325920,training
6788,325920,examples
6789,325920,training
6790,325920,examples
6791,325920,examples
6792,325991,training
6793,325991,validation
6794,325991,training
6795,325991,examples
6796,325992,training
6797,325992,validation
6798,325992,test
6799,325992,test
6800,325992,examples
6801,325992,training
6802,325992,training
6803,325992,test
6804,325992,validation
6805,325992,examples
6806,325992,training
6807,325992,examples
6808,325992,training
6809,325992,training
6810,325992,examples
6811,325992,training
6812,325992,validation
6813,325992,examples
6814,325992,training
6815,325992,examples
6816,325992,validation
6817,325998,test
6818,325998,examples
6819,325998,examples
6820,325998,training
6821,325998,training
6822,325998,examples
6823,325998,training
6824,325998,training
6825,325998,examples
6826,325998,examples
6827,325998,validation
6828,325998,training
6829,325998,test
6830,325998,training
6831,325998,validation
6832,325998,validation
6833,325998,training
6834,325998,test
6835,325998,training
6836,325998,examples
6837,325998,test
6838,325998,training
6839,325998,examples
6840,325998,validation
6841,325998,validation
6842,325998,test
6843,325998,examples
6844,325998,examples
6845,325998,examples
6846,325998,validation
6847,325998,test
6848,325998,training
6849,325998,validation
6850,325998,training
6851,325998,training
6852,325998,training
6853,325998,training
6854,325998,training
6855,325998,validation
6856,325998,examples
6857,325998,examples
6858,325998,test
6859,325998,training
6860,325998,validation
6861,325998,training
6862,325998,validation
6863,325998,training
6864,325998,test
6865,325998,training
6866,325998,training
6867,325998,training
6868,325998,examples
6869,325998,examples
6870,325998,examples
6871,325998,validation
6872,325998,training
6873,325998,test
6874,325998,examples
6875,325998,training
6876,325998,examples
6877,325998,validation
6878,325998,examples
6879,325998,training
6880,325998,test
6881,325998,test
6882,325998,examples
6883,325998,training
6884,325998,examples
6885,325998,examples
6886,325998,training
6887,325998,validation
6888,325998,training
6889,325998,training
6890,325998,validation
6891,325998,test
6892,325998,validation
6893,325998,validation
6894,325998,examples
6895,325998,examples
6896,325998,training
6897,325998,validation
6898,325998,examples
6899,325998,training
6900,325998,test
6901,325998,validation
6902,325998,examples
6903,325998,examples
6904,325998,training
6905,325998,examples
6906,326111,examples
6907,326111,test
6908,326111,examples
6909,326111,validation
6910,326111,training
6911,326111,training
6912,326112,training
6913,326112,examples
6914,326112,validation
6915,326113,test
6916,326113,examples
6917,326113,training
6918,326113,examples
6919,326113,training
6920,326113,training
6921,326113,test
6922,326113,validation
6923,326113,examples
6924,326113,training
6925,326113,validation
6926,326121,test
6927,326121,training
6928,326121,training
6929,326121,validation
6930,326121,examples
6931,326122,training
6932,326122,examples
6933,326122,training
6934,326122,validation
6935,326122,test
6936,326130,training
6937,326130,test
6938,326130,validation
6939,326130,examples
6940,326130,training
6941,326140,training
6942,326140,examples
6943,326140,validation
6944,326140,training
6945,326140,training
6946,326140,training
6947,326140,examples
6948,326140,examples
6949,326140,validation
6950,326140,examples
6951,326140,validation
6952,326140,test
6953,326140,training
6954,326140,test
6955,326150,training
6956,326150,training
6957,326150,examples
6958,326150,test
6959,326150,training
6960,326150,examples
6961,326150,test
6962,326150,validation
6963,326150,examples
6964,326150,training
6965,326150,validation
6966,326160,examples
6967,326191,training
6968,326191,examples
6969,326191,training
6970,326191,examples
6971,326191,examples
6972,326191,test
6973,326191,training
6974,326191,test
6975,326191,validation
6976,326191,validation
6977,326191,training
6978,326191,examples
6979,326199,training
6980,326199,test
6981,326199,validation
6982,326199,validation
6983,326199,test
6984,326199,training
6985,326199,examples
6986,326199,training
6987,326199,training
6988,326199,validation
6989,326199,examples
6990,326199,training
6991,326199,training
6992,326199,examples
6993,326199,test
6994,326199,training
6995,326199,examples
6996,326199,examples
6997,326199,examples
6998,326199,validation
6999,326199,training
7000,326199,training
7001,326199,training
7002,326199,examples
7003,326199,training
7004,326199,examples
7005,326199,examples
7006,326199,examples
7007,326199,training
7008,326199,test
7009,326199,examples
7010,326199,training
7011,326199,training
7012,326199,validation
7013,326199,training
7014,326199,examples
7015,326199,test
7016,326199,examples
7017,326199,validation
7018,326199,examples
7019,326199,examples
7020,326199,examples
7021,326199,validation
7022,326199,training
7023,326199,training
7024,326199,examples
7025,326199,validation
7026,326199,test
7027,326199,training
7028,326199,training
7029,326199,training
7030,326199,validation
7031,326199,validation
7032,326199,validation
7033,326199,training
7034,326199,validation
7035,326199,examples
7036,326199,training
7037,326199,examples
7038,326199,training
7039,326199,training
7040,326199,training
7041,326199,examples
7042,326199,examples
7043,326199,validation
7044,326199,training
7045,326199,training
7046,326199,test
7047,326199,examples
7048,326199,examples
7049,326199,test
7050,326199,test
7051,326199,examples
7052,326199,training
7053,326199,validation
7054,326199,test
7055,326199,training
7056,326199,test
7057,326199,validation
7058,326199,test
7059,326199,validation
7060,326199,validation
7061,326199,examples
7062,326211,training
7063,326211,test
7064,326211,examples
7065,326211,examples
7066,326211,validation
7067,326211,training
7068,326211,training
7069,326211,validation
7070,326212,training
7071,326212,examples
7072,326212,test
7073,326212,validation
7074,326220,test
7075,326220,validation
7076,326220,training
7077,326220,validation
7078,326220,validation
7079,326220,examples
7080,326220,examples
7081,326220,examples
7082,326220,test
7083,326220,training
7084,326220,examples
7085,326220,examples
7086,326220,training
7087,326220,training
7088,326220,test
7089,326220,training
7090,326220,training
7091,326220,validation
7092,326291,validation
7093,326291,examples
7094,326291,training
7095,326299,examples
7096,326299,examples
7097,326299,training
7098,326299,validation
7099,326299,test
7100,326299,training
7101,326299,training
7102,326299,validation
7103,326299,training
7104,326299,examples
7105,326299,training
7106,326299,examples
7107,326299,test
7108,326299,test
7109,326299,validation
7110,326299,training
7111,326299,test
7112,326299,examples
7113,326299,examples
7114,326299,examples
7115,326299,examples
7116,326299,test
7117,326299,validation
7118,326299,validation
7119,326299,training
7120,326299,training
7121,326299,examples
7122,326299,validation
7123,326299,training
7124,326299,training
7125,326299,test
7126,326299,examples
7127,326299,training
7128,326299,validation
7129,326299,validation
7130,326299,training
7131,326299,examples
7132,326299,training
7133,326299,examples
7134,326299,training
7135,327110,validation
7136,327110,test
7137,327110,training
7138,327110,test
7139,327110,training
7140,327110,validation
7141,327110,validation
7142,327110,examples
7143,327110,training
7144,327110,training
7145,327110,examples
7146,327110,training
7147,327110,training
7148,327110,examples
7149,327110,examples
7150,327110,test
7151,327110,training
7152,327110,validation
7153,327110,examples
7154,327110,test
7155,327110,training
7156,327110,training
7157,327110,training
7158,327110,training
7159,327110,validation
7160,327110,examples
7161,327110,examples
7162,327110,training
7163,327110,examples
7164,327110,training
7165,327110,training
7166,327110,test
7167,327110,examples
7168,327110,examples
7169,327110,validation
7170,327110,training
7171,327110,training
7172,327110,validation
7173,327110,examples
7174,327110,test
7175,327110,training
7176,327110,validation
7177,327110,training
7178,327110,validation
7179,327110,examples
7180,327110,test
7181,327110,training
7182,327110,training
7183,327110,training
7184,327110,test
7185,327110,examples
7186,327110,examples
7187,327110,examples
7188,327110,validation
7189,327110,examples
7190,327110,examples
7191,327110,training
7192,327110,examples
7193,327110,examples
7194,327110,training
7195,327110,validation
7196,327110,test
7197,327110,validation
7198,327110,training
7199,327110,training
7200,327110,examples
7201,327110,examples
7202,327110,validation
7203,327110,test
7204,327110,test
7205,327110,examples
7206,327110,validation
7207,327120,training
7208,327120,examples
7209,327120,validation
7210,327120,test
7211,327120,validation
7212,327120,examples
7213,327120,examples
7214,327120,training
7215,327120,test
7216,327120,training
7217,327120,test
7218,327120,training
7219,327120,examples
7220,327120,test
7221,327120,training
7222,327120,training
7223,327120,examples
7224,327120,training
7225,327120,examples
7226,327120,training
7227,327120,training
7228,327120,validation
7229,327120,test
